"ENSEMBL","GENETYPE","SYMBOL","ENTREZID"
"ENSG00000154370","protein-coding","TRIM11","81559"
"ENSG00000114988","protein-coding","LMAN2L","81562"
"ENSG00000116667","protein-coding","C1orf21","81563"
"ENSG00000166579","protein-coding","NDEL1","81565"
"ENSG00000110925","protein-coding","CSRNP2","81566"
"ENSG00000239264","protein-coding","TXNDC5","81567"
"ENSG00000117148","protein-coding","ACTL8","81569"
"ENSG00000162129","protein-coding","CLPB","81570"
"ENSG00000236901","ncRNA","MIR600HG","81571"
"ENSG00000088356","protein-coding","PDRG1","81572"
"ENSG00000118454","protein-coding","ANKRD13C","81573"
"ENSG00000178878","protein-coding","APOLD1","81575"
"ENSG00000104957","protein-coding","YJU2B","81576"
"ENSG00000141098","protein-coding","GFOD2","81577"
"ENSG00000124749","protein-coding","COL21A1","81578"
"ENSG00000123739","protein-coding","PLA2G12A","81579"
"ENSG00000102543","protein-coding","CDADC1","81602"
"ENSG00000171206","protein-coding","TRIM8","81603"
"ENSG00000167118","protein-coding","URM1","81605"
"ENSG00000213626","protein-coding","LBH","81606"
"ENSG00000143217","protein-coding","NECTIN4","81607"
"ENSG00000145216","protein-coding","FIP1L1","81608"
"ENSG00000143376","protein-coding","SNX27","81609"
"ENSG00000101447","protein-coding","FAM83D","81610"
"ENSG00000143401","protein-coding","ANP32E","81611"
"ENSG00000140157","protein-coding","NIPA2","81614"
"ENSG00000152128","protein-coding","TMEM163","81615"
"ENSG00000130377","protein-coding","ACSBG2","81616"
"ENSG00000102547","protein-coding","CAB39L","81617"
"ENSG00000135916","protein-coding","ITM2C","81618"
"ENSG00000108219","protein-coding","TSPAN14","81619"
"ENSG00000167513","protein-coding","CDT1","81620"
"ENSG00000107821","protein-coding","KAZALD1","81621"
"ENSG00000110057","protein-coding","UNC93B1","81622"
"ENSG00000125788","protein-coding","DEFB126","81623"
"ENSG00000139734","protein-coding","DIAPH3","81624"
"ENSG00000157060","protein-coding","SHCBP1L","81626"
"ENSG00000121486","protein-coding","TRMT1L","81627"
"ENSG00000166925","protein-coding","TSC22D4","81628"
"ENSG00000162526","protein-coding","TSSK3","81629"
"ENSG00000140941","protein-coding","MAP1LC3B","81631"
"ENSG00000221978","protein-coding","CCNL2","81669"
"ENSG00000062716","protein-coding","VMP1","81671"
"ENSG00000112308","protein-coding","C6orf62","81688"
"ENSG00000135070","protein-coding","ISCA1","81689"
"ENSG00000005189","protein-coding","REXO5","81691"
"ENSG00000166126","protein-coding","AMN","81693"
"ENSG00000217315","pseudo","OR2W2P","81694"
"ENSG00000187763","pseudo","OR2B7P","81695"
"ENSG00000243729","protein-coding","OR5V1","81696"
"ENSG00000242289","protein-coding","OR5V1","81696"
"ENSG00000243441","protein-coding","OR5V1","81696"
"ENSG00000233046","protein-coding","OR5V1","81696"
"ENSG00000227137","protein-coding","OR5V1","81696"
"ENSG00000112461","protein-coding","OR5V1","81696"
"ENSG00000240130","protein-coding","OR5V1","81696"
"ENSG00000230742","protein-coding","OR5V1","81696"
"ENSG00000168131","protein-coding","OR2B2","81697"
"ENSG00000107099","protein-coding","DOCK8","81704"
"ENSG00000198729","protein-coding","PPP1R14C","81706"
"ENSG00000146054","protein-coding","TRIM7","81786"
"ENSG00000163545","protein-coding","NUAK2","81788"
"ENSG00000164296","protein-coding","TIGD6","81789"
"ENSG00000120925","protein-coding","RNF170","81790"
"ENSG00000151388","protein-coding","ADAMTS12","81792"
"ENSG00000281690","protein-coding","ADAMTS12","81792"
"ENSG00000174123","protein-coding","TLR10","81793"
"ENSG00000142303","protein-coding","ADAMTS10","81794"
"ENSG00000137571","protein-coding","SLCO5A1","81796"
"ENSG00000112462","protein-coding","OR12D3","81797"
"ENSG00000229181","protein-coding","OR12D3","81797"
"ENSG00000251394","protein-coding","OR12D3","81797"
"ENSG00000224487","protein-coding","OR12D3","81797"
"ENSG00000204692","protein-coding","OR12D3","81797"
"ENSG00000250364","protein-coding","OR12D3","81797"
"ENSG00000242022","protein-coding","OR12D3","81797"
"ENSG00000171208","protein-coding","NETO2","81831"
"ENSG00000166342","protein-coding","NETO1","81832"
"ENSG00000118434","protein-coding","SPACA1","81833"
"ENSG00000173218","protein-coding","VANGL1","81839"
"ENSG00000169871","protein-coding","TRIM56","81844"
"ENSG00000133812","protein-coding","SBF2","81846"
"ENSG00000118518","protein-coding","RNF146","81847"
"ENSG00000187678","protein-coding","SPRY4","81848"
"ENSG00000117069","protein-coding","ST6GALNAC5","81849"
"ENSG00000221880","protein-coding","KRTAP1-3","81850"
"ENSG00000262347","protein-coding","KRTAP1-3","81850"
"ENSG00000188581","protein-coding","KRTAP1-1","81851"
"ENSG00000262808","protein-coding","KRTAP1-1","81851"
"ENSG00000137210","protein-coding","TMEM14B","81853"
"ENSG00000107819","protein-coding","SFXN3","81855"
"ENSG00000213020","protein-coding","ZNF611","81856"
"ENSG00000104973","protein-coding","MED25","81857"
"ENSG00000179526","protein-coding","SHARPIN","81858"
"ENSG00000198083","protein-coding","KRTAP9-9","81870"
"ENSG00000267728","protein-coding","KRTAP9-9","81870"
"ENSG00000262594","protein-coding","KRTAP9-9","81870"
"ENSG00000198090","protein-coding","KRTAP4-6","81871"
"ENSG00000292051","protein-coding","KRTAP4-6","81871"
"ENSG00000212725","protein-coding","KRTAP2-1","81872"
"ENSG00000261852","protein-coding","KRTAP2-1","81872"
"ENSG00000136950","protein-coding","ARPC5L","81873"
"ENSG00000143319","protein-coding","ISG20L2","81875"
"ENSG00000174903","protein-coding","RAB1B","81876"
"ENSG00000001497","protein-coding","LAS1L","81887"
"ENSG00000178922","protein-coding","HYI","81888"
"ENSG00000180185","protein-coding","FAHD1","81889"
"ENSG00000213339","protein-coding","QTRT1","81890"
"ENSG00000119705","protein-coding","SLIRP","81892"
"ENSG00000260727","pseudo","SLC7A5P1","81893"
"ENSG00000155287","protein-coding","SLC25A28","81894"
"ENSG00000129968","protein-coding","ABHD17A","81926"
"ENSG00000149679","protein-coding","CABLES2","81928"
"ENSG00000085415","protein-coding","SEH1L","81929"
"ENSG00000121621","protein-coding","KIF18A","81930"
"ENSG00000184635","protein-coding","ZNF93","81931"
"ENSG00000119431","protein-coding","HDHD3","81932"
"ENSG00000091622","protein-coding","PITPNM3","83394"
"ENSG00000119915","protein-coding","ELOVL3","83401"
"ENSG00000143297","protein-coding","FCRL5","83416"
"ENSG00000163518","protein-coding","FCRL4","83417"
"ENSG00000152284","protein-coding","TCF7L1","83439"
"ENSG00000292149","protein-coding","TCF7L1","83439"
"ENSG00000159322","protein-coding","ADPGK","83440"
"ENSG00000142669","protein-coding","SH3BGRL3","83442"
"ENSG00000169976","protein-coding","SF3B5","83443"
"ENSG00000115274","protein-coding","INO80B","83444"
"ENSG00000111305","protein-coding","GSG1","83445"
"ENSG00000123171","protein-coding","CCDC70","83446"
"ENSG00000151475","protein-coding","SLC25A31","83447"
"ENSG00000129317","protein-coding","PUS7L","83448"
"ENSG00000118557","protein-coding","PMFBP1","83449"
"ENSG00000171962","protein-coding","DRC3","83450"
"ENSG00000106077","protein-coding","ABHD11","83451"
"ENSG00000172007","protein-coding","RAB33B","83452"
"ENSG00000127774","protein-coding","EMC6","83460"
"ENSG00000111665","protein-coding","CDCA3","83461"
"ENSG00000213347","protein-coding","MXD3","83463"
"ENSG00000138613","protein-coding","APH1B","83464"
"ENSG00000120820","protein-coding","GLT8D2","83468"
"ENSG00000167216","protein-coding","KATNAL2","83473"
"ENSG00000129932","protein-coding","DOHH","83475"
"ENSG00000138639","protein-coding","ARHGAP24","83478"
"ENSG00000118197","protein-coding","DDX59","83479"
"ENSG00000110060","protein-coding","PUS3","83480"
"ENSG00000261150","protein-coding","EPPK1","83481"
"ENSG00000261678","protein-coding","SCRT1","83482"
"ENSG00000284923","protein-coding","SCRT1","83482"
"ENSG00000130300","protein-coding","PLVAP","83483"
"ENSG00000204815","protein-coding","ODAD4","83538"
"ENSG00000154080","protein-coding","CHST9","83539"
"ENSG00000143228","protein-coding","NUF2","83540"
"ENSG00000125898","protein-coding","FAM110A","83541"
"ENSG00000126878","protein-coding","AIF1L","83543"
"ENSG00000119661","protein-coding","DNAL1","83544"
"ENSG00000132026","protein-coding","RTBDN","83546"
"ENSG00000167705","protein-coding","RILP","83547"
"ENSG00000274145","protein-coding","RILP","83547"
"ENSG00000136152","protein-coding","COG3","83548"
"ENSG00000130717","protein-coding","UCK1","83549"
"ENSG00000165370","protein-coding","GPR101","83550"
"ENSG00000146385","protein-coding","TAAR8","83551"
"ENSG00000235718","protein-coding","MFRP","83552"
"ENSG00000164897","protein-coding","TMUB1","83590"
"ENSG00000173451","protein-coding","THAP2","83591"
"ENSG00000165568","protein-coding","AKR1E2","83592"
"ENSG00000266094","protein-coding","RASSF5","83593"
"ENSG00000112874","protein-coding","NUDT12","83594"
"ENSG00000171056","protein-coding","SOX7","83595"
"ENSG00000285438","protein-coding","SOX7","83595"
"ENSG00000126453","protein-coding","BCL2L12","83596"
"ENSG00000163825","protein-coding","RTP3","83597"
"ENSG00000268324","ncRNA","LRRC2-AS1","83598"
"ENSG00000147027","protein-coding","TMEM47","83604"
"ENSG00000136280","protein-coding","CCM2","83605"
"ENSG00000138867","protein-coding","GUCD1","83606"
"ENSG00000144233","protein-coding","AMMECR1L","83607"
"ENSG00000141428","protein-coding","C18orf21","83608"
"ENSG00000131943","protein-coding","C19orf12","83636"
"ENSG00000122515","protein-coding","ZMIZ2","83637"
"ENSG00000175573","protein-coding","C11orf68","83638"
"ENSG00000131126","protein-coding","TEX101","83639"
"ENSG00000169612","protein-coding","RAMAC","83640"
"ENSG00000065809","protein-coding","FAM107B","83641"
"ENSG00000073169","protein-coding","SELENOO","83642"
"ENSG00000151468","protein-coding","CCDC3","83643"
"ENSG00000154319","protein-coding","FAM167A","83648"
"ENSG00000292288","protein-coding","FAM167A","83648"
"ENSG00000177710","protein-coding","SLC35G5","83650"
"ENSG00000285084","protein-coding","SLC35G5","83650"
"ENSG00000170983","ncRNA","LINC00208","83655"
"ENSG00000184608","ncRNA","FAM167A-AS1","83656"
"ENSG00000285275","ncRNA","FAM167A-AS1","83656"
"ENSG00000168589","protein-coding","DYNLRB2","83657"
"ENSG00000125971","protein-coding","DYNLRB1","83658"
"ENSG00000167858","protein-coding","TEKT1","83659"
"ENSG00000171914","protein-coding","TLN2","83660"
"ENSG00000166959","protein-coding","MS4A8","83661"
"ENSG00000138496","protein-coding","PARP9","83666"
"ENSG00000130766","protein-coding","SESN2","83667"
"ENSG00000285069","protein-coding","SESN2","83667"
"ENSG00000121005","protein-coding","CRISPLD1","83690"
"ENSG00000102181","protein-coding","CD99L2","83692"
"ENSG00000103160","protein-coding","HSDL1","83693"
"ENSG00000198208","protein-coding","RPS6KL1","83694"
"ENSG00000171792","protein-coding","RHNO1","83695"
"ENSG00000167632","protein-coding","TRAPPC9","83696"
"ENSG00000113073","protein-coding","SLC4A9","83697"
"ENSG00000183166","protein-coding","CALN1","83698"
"ENSG00000198478","protein-coding","SH3BGRL2","83699"
"ENSG00000166086","protein-coding","JAM3","83700"
"ENSG00000149781","protein-coding","FERMT3","83706"
"ENSG00000149743","protein-coding","TRPT1","83707"
"ENSG00000053702","protein-coding","NRIP2","83714"
"ENSG00000187017","protein-coding","ESPN","83715"
"ENSG00000103196","protein-coding","CRISPLD2","83716"
"ENSG00000090238","protein-coding","YPEL3","83719"
"ENSG00000149926","protein-coding","TLCD3B","83723"
"ENSG00000139269","protein-coding","INHBE","83729"
"ENSG00000124784","protein-coding","RIOK1","83732"
"ENSG00000182902","protein-coding","SLC25A18","83733"
"ENSG00000152348","protein-coding","ATG10","83734"
"ENSG00000078747","protein-coding","ITCH","83737"
"ENSG00000289720","protein-coding","ITCH","83737"
"ENSG00000277745","protein-coding","H2AB3","83740"
"ENSG00000008197","protein-coding","TFAP2D","83741"
"ENSG00000155254","protein-coding","MARVELD1","83742"
"ENSG00000105447","protein-coding","GRWD1","83743"
"ENSG00000127081","protein-coding","ZNF484","83744"
"ENSG00000100395","protein-coding","L3MBTL2","83746"
"ENSG00000102910","protein-coding","LONP2","83752"
"ENSG00000213416","protein-coding","KRTAP4-12","83755"
"ENSG00000292039","protein-coding","KRTAP4-12","83755"
"ENSG00000263236","protein-coding","KRTAP4-12","83755"
"ENSG00000169962","protein-coding","TAS1R3","83756"
"ENSG00000268101","pseudo","CYP2G2P","83757"
"ENSG00000139194","protein-coding","RBP5","83758"
"ENSG00000288369","protein-coding","RBP5","83758"
"ENSG00000173914","protein-coding","RBM4B","83759"
"ENSG00000126391","protein-coding","FRMD8","83786"
"ENSG00000170632","protein-coding","ARMC10","83787"
"ENSG00000282813","protein-coding","ARMC10","83787"
"ENSG00000095981","protein-coding","KCNK16","83795"
"ENSG00000134588","protein-coding","USP26","83844"
"ENSG00000204176","protein-coding","SYT15","83849"
"ENSG00000158220","protein-coding","ESYT3","83850"
"ENSG00000139973","protein-coding","SYT16","83851"
"ENSG00000136169","protein-coding","SETDB2","83852"
"ENSG00000145491","protein-coding","ROPN1L","83853"
"ENSG00000130812","protein-coding","ANGPTL6","83854"
"ENSG00000129911","protein-coding","KLF16","83855"
"ENSG00000106701","protein-coding","FSD1L","83856"
"ENSG00000133687","protein-coding","TMTC1","83857"
"ENSG00000160072","protein-coding","ATAD3B","83858"
"ENSG00000165632","protein-coding","TAF3","83860"
"ENSG00000130363","protein-coding","RSPH3","83861"
"ENSG00000189077","protein-coding","TMEM120A","83862"
"ENSG00000215560","ncRNA","TTTY5","83863"
"ENSG00000290716","ncRNA","TTTY9A","83864"
"ENSG00000290381","ncRNA","TTTY11","83866"
"ENSG00000237048","ncRNA","TTTY12","83867"
"ENSG00000184991","ncRNA","TTTY13","83868"
"ENSG00000176728","ncRNA","TTTY14","83869"
"ENSG00000109113","protein-coding","RAB34","83871"
"ENSG00000143341","protein-coding","HMCN1","83872"
"ENSG00000156097","protein-coding","GPR61","83873"
"ENSG00000099992","protein-coding","TBC1D10A","83874"
"ENSG00000197580","protein-coding","BCO2","83875"
"ENSG00000134042","protein-coding","MRO","83876"
"ENSG00000169490","protein-coding","TM2D2","83877"
"ENSG00000130307","protein-coding","USHBP1","83878"
"ENSG00000144354","protein-coding","CDCA7","83879"
"ENSG00000279081","pseudo","EIF3FP2","83880"
"ENSG00000185155","protein-coding","MIXL1","83881"
"ENSG00000182612","protein-coding","TSPAN10","83882"
"ENSG00000120329","protein-coding","SLC25A2","83884"
"ENSG00000172382","protein-coding","PRSS27","83886"
"ENSG00000120440","protein-coding","TTLL2","83887"
"ENSG00000137441","protein-coding","FGFBP2","83888"
"ENSG00000171804","protein-coding","WDR87","83889"
"ENSG00000145757","protein-coding","SPATA9","83890"
"ENSG00000109762","protein-coding","SNX25","83891"
"ENSG00000110906","protein-coding","KCTD10","83892"
"ENSG00000144962","protein-coding","SPATA16","83893"
"ENSG00000137473","protein-coding","TTC29","83894"
"ENSG00000221852","protein-coding","KRTAP1-5","83895"
"ENSG00000261862","protein-coding","KRTAP1-5","83895"
"ENSG00000212901","protein-coding","KRTAP3-1","83896"
"ENSG00000262068","protein-coding","KRTAP3-1","83896"
"ENSG00000212900","protein-coding","KRTAP3-2","83897"
"ENSG00000263296","protein-coding","KRTAP3-2","83897"
"ENSG00000239886","protein-coding","KRTAP9-2","83899"
"ENSG00000263090","protein-coding","KRTAP9-2","83899"
"ENSG00000262573","protein-coding","KRTAP9-2","83899"
"ENSG00000204873","protein-coding","KRTAP9-3","83900"
"ENSG00000292047","protein-coding","KRTAP9-3","83900"
"ENSG00000262749","protein-coding","KRTAP9-3","83900"
"ENSG00000187272","protein-coding","KRTAP9-8","83901"
"ENSG00000292048","protein-coding","KRTAP9-8","83901"
"ENSG00000186860","protein-coding","KRTAP17-1","83902"
"ENSG00000292024","protein-coding","KRTAP17-1","83902"
"ENSG00000263341","protein-coding","KRTAP17-1","83902"
"ENSG00000177602","protein-coding","HASPIN","83903"
"ENSG00000010270","protein-coding","STARD3NL","83930"
"ENSG00000196182","protein-coding","STK40","83931"
"ENSG00000010072","protein-coding","SPRTN","83932"
"ENSG00000100429","protein-coding","HDAC10","83933"
"ENSG00000107551","protein-coding","RASSF4","83937"
"ENSG00000148655","protein-coding","LRMDA","83938"
"ENSG00000144895","protein-coding","EIF2A","83939"
"ENSG00000147687","protein-coding","TATDN1","83940"
"ENSG00000291730","protein-coding","TATDN1","83940"
"ENSG00000162604","protein-coding","TM2D1","83941"
"ENSG00000212122","protein-coding","TSSK1B","83942"
"ENSG00000184903","protein-coding","IMMP2L","83943"
"ENSG00000162897","protein-coding","FCAMR","83953"
"ENSG00000228224","pseudo","NACA4P","83955"
"ENSG00000227942","pseudo","FRMD8P1","83957"
"ENSG00000088836","protein-coding","SLC4A11","83959"
"ENSG00000119632","protein-coding","IFI27L2","83982"
"ENSG00000276879","protein-coding","IFI27L2","83982"
"ENSG00000178093","protein-coding","TSSK6","83983"
"ENSG00000169682","protein-coding","SPNS1","83985"
"ENSG00000167930","protein-coding","FAM234A","83986"
"ENSG00000169515","protein-coding","CCDC8","83987"
"ENSG00000104490","protein-coding","NCALD","83988"
"ENSG00000113391","protein-coding","ARB2A","83989"
"ENSG00000136492","protein-coding","BRIP1","83990"
"ENSG00000077063","protein-coding","CTTNBP2","83992"
"ENSG00000134193","protein-coding","REG4","83998"
"ENSG00000183762","protein-coding","KREMEN1","83999"
"ENSG00000137747","protein-coding","TMPRSS13","84000"
"ENSG00000176597","protein-coding","B3GNT5","84002"
"ENSG00000154358","protein-coding","OBSCN","84033"
"ENSG00000132205","protein-coding","EMILIN2","84034"
"ENSG00000276545","pseudo","PCDHGB9P","84055"
"ENSG00000102781","protein-coding","KATNAL1","84056"
"ENSG00000121211","protein-coding","MND1","84057"
"ENSG00000005448","protein-coding","WDR54","84058"
"ENSG00000164199","protein-coding","ADGRV1","84059"
"ENSG00000127993","protein-coding","RBM48","84060"
"ENSG00000102158","protein-coding","MAGT1","84061"
"ENSG00000047579","protein-coding","DTNBP1","84062"
"ENSG00000126259","protein-coding","KIRREL2","84063"
"ENSG00000167220","protein-coding","HDHD2","84064"
"ENSG00000186501","protein-coding","TMEM222","84065"
"ENSG00000240021","protein-coding","TEX35","84066"
"ENSG00000051009","protein-coding","FHIP1B","84067"
"ENSG00000120519","protein-coding","SLC10A7","84068"
"ENSG00000187583","protein-coding","PLEKHN1","84069"
"ENSG00000135436","protein-coding","FAM186B","84070"
"ENSG00000118690","protein-coding","ARMC2","84071"
"ENSG00000143452","protein-coding","HORMAD1","84072"
"ENSG00000136449","protein-coding","MYCBPAP","84073"
"ENSG00000129646","protein-coding","QRICH2","84074"
"ENSG00000189139","protein-coding","FSCB","84075"
"ENSG00000151005","protein-coding","TKTL2","84076"
"ENSG00000131379","protein-coding","C3orf20","84077"
"ENSG00000120696","protein-coding","KBTBD7","84078"
"ENSG00000105186","protein-coding","ANKRD27","84079"
"ENSG00000124074","protein-coding","ENKD1","84080"
"ENSG00000126653","protein-coding","NSRP1","84081"
"ENSG00000121988","protein-coding","ZRANB3","84083"
"ENSG00000222014","protein-coding","RAB6C","84084"
"ENSG00000292140","protein-coding","RAB6C","84084"
"ENSG00000118496","protein-coding","FBXO30","84085"
"ENSG00000243519","pseudo","IGLCOR22-2","84086"
"ENSG00000113966","protein-coding","ARL6","84100"
"ENSG00000136014","protein-coding","USP44","84101"
"ENSG00000136052","protein-coding","SLC41A2","84102"
"ENSG00000138813","protein-coding","C4orf17","84103"
"ENSG00000132570","protein-coding","PCBD2","84105"
"ENSG00000133246","protein-coding","PRAM1","84106"
"ENSG00000174963","protein-coding","ZIC4","84107"
"ENSG00000156374","protein-coding","PCGF6","84108"
"ENSG00000186867","protein-coding","QRFPR","84109"
"ENSG00000160908","protein-coding","ZNF394","84124"
"ENSG00000133640","protein-coding","LRRIQ1","84125"
"ENSG00000164053","protein-coding","ATRIP","84126"
"ENSG00000164053","ncRNA","ATRIP-TREX1","111822955"
"ENSG00000115368","protein-coding","WDR75","84128"
"ENSG00000240303","protein-coding","ACAD11","84129"
"ENSG00000148019","protein-coding","CEP78","84131"
"ENSG00000106346","protein-coding","USP42","84132"
"ENSG00000183579","protein-coding","ZNRF3","84133"
"ENSG00000158882","protein-coding","TOMM40L","84134"
"ENSG00000164338","protein-coding","UTP15","84135"
"ENSG00000103061","protein-coding","SLC7A6OS","84138"
"ENSG00000170264","protein-coding","FAM161A","84140"
"ENSG00000115363","protein-coding","EVA1A","84141"
"ENSG00000163322","protein-coding","ABRAXAS1","84142"
"ENSG00000097096","protein-coding","SYDE2","84144"
"ENSG00000122482","protein-coding","ZNF644","84146"
"ENSG00000103510","protein-coding","KAT8","84148"
"ENSG00000131771","protein-coding","PPP1R1B","84152"
"ENSG00000172922","protein-coding","RNASEH2C","84153"
"ENSG00000197498","protein-coding","RPF2","84154"
"ENSG00000150347","protein-coding","ARID5B","84159"
"ENSG00000138688","protein-coding","BLTP1","84162"
"ENSG00000196275","protein-coding","GTF2IRD2","84163"
"ENSG00000100325","protein-coding","ASCC2","84164"
"ENSG00000140853","protein-coding","NLRC5","84166"
"ENSG00000105072","protein-coding","C19orf44","84167"
"ENSG00000169604","protein-coding","ANTXR1","84168"
"ENSG00000138131","protein-coding","LOXL4","84171"
"ENSG00000125630","protein-coding","POLR1B","84172"
"ENSG00000115459","protein-coding","ELMOD3","84173"
"ENSG00000101082","protein-coding","SLA2","84174"
"ENSG00000002079","protein-coding","MYH16","84176"
"ENSG00000169026","protein-coding","SLC49A3","84179"
"ENSG00000124177","protein-coding","CHD6","84181"
"ENSG00000106125","protein-coding","MINDY4","84182"
"ENSG00000147905","protein-coding","ZCCHC7","84186"
"ENSG00000157600","protein-coding","TMEM164","84187"
"ENSG00000197601","protein-coding","FAR1","84188"
"ENSG00000184564","protein-coding","SLITRK6","84189"
"ENSG00000127720","protein-coding","METTL25","84190"
"ENSG00000166797","protein-coding","CIAO2A","84191"
"ENSG00000183576","protein-coding","SETD3","84193"
"ENSG00000090686","protein-coding","USP48","84196"
"ENSG00000185900","protein-coding","POMK","84197"
"ENSG00000168454","protein-coding","TXNDC2","84203"
"ENSG00000183496","protein-coding","MEX3B","84206"
"ENSG00000260691","protein-coding","ANKRD20A1","84210"
"ENSG00000260691","protein-coding","LOC128966611","128966611"
"ENSG00000236529","ncRNA","LINC03129","84214"
"ENSG00000118156","protein-coding","ZNF541","84215"
"ENSG00000139173","protein-coding","TMEM117","84216"
"ENSG00000066185","protein-coding","ZMYND12","84217"
"ENSG00000275954","protein-coding","TBC1D3F","84218"
"ENSG00000282087","protein-coding","TBC1D3F","84218"
"ENSG00000127580","protein-coding","WDR24","84219"
"ENSG00000015568","protein-coding","RGPD5","84220"
"ENSG00000015568","protein-coding","RGPD8","727851"
"ENSG00000160284","protein-coding","SPATC1L","84221"
"ENSG00000274679","protein-coding","SPATC1L","84221"
"ENSG00000291085","pseudo","TMEM191A","84222"
"ENSG00000114473","protein-coding","IQCG","84223"
"ENSG00000142794","protein-coding","NBPF3","84224"
"ENSG00000141497","protein-coding","ZMYND15","84225"
"ENSG00000221843","protein-coding","SPATA31H1","84226"
"ENSG00000159625","protein-coding","DRC7","84229"
"ENSG00000171488","protein-coding","LRRC8C","84230"
"ENSG00000131653","protein-coding","TRAF7","84231"
"ENSG00000179632","protein-coding","MAF1","84232"
"ENSG00000171202","protein-coding","TMEM126A","84233"
"ENSG00000144468","protein-coding","RHBDD1","84236"
"ENSG00000127249","protein-coding","ATP13A4","84239"
"ENSG00000131732","protein-coding","ZCCHC9","84240"
"ENSG00000204160","protein-coding","ZDHHC18","84243"
"ENSG00000037757","protein-coding","MRI1","84245"
"ENSG00000133398","protein-coding","MED10","84246"
"ENSG00000291745","protein-coding","MED10","84246"
"ENSG00000188636","protein-coding","RTL6","84247"
"ENSG00000122068","protein-coding","FYTTD1","84248"
"ENSG00000146005","protein-coding","PSD2","84249"
"ENSG00000133302","protein-coding","SLF1","84250"
"ENSG00000118473","protein-coding","SGIP1","84251"
"ENSG00000136895","protein-coding","GARNL3","84253"
"ENSG00000004660","protein-coding","CAMKK1","84254"
"ENSG00000157800","protein-coding","SLC37A3","84255"
"ENSG00000059122","protein-coding","FLYWCH1","84256"
"ENSG00000213023","protein-coding","SYT3","84258"
"ENSG00000137692","protein-coding","DCUN1D5","84259"
"ENSG00000139437","protein-coding","TCHP","84260"
"ENSG00000132004","protein-coding","FBXW9","84261"
"ENSG00000157778","protein-coding","PSMG3","84262"
"ENSG00000119471","protein-coding","HSDL2","84263"
"ENSG00000103253","protein-coding","HAGHL","84264"
"ENSG00000121851","protein-coding","POLR3GL","84265"
"ENSG00000125652","protein-coding","ALKBH7","84266"
"ENSG00000165118","protein-coding","QNG1","84267"
"ENSG00000129197","protein-coding","RPAIN","84268"
"ENSG00000125611","protein-coding","CHCHD5","84269"
"ENSG00000165233","protein-coding","CARD19","84270"
"ENSG00000100227","protein-coding","POLDIP3","84271"
"ENSG00000119820","protein-coding","YIPF4","84272"
"ENSG00000084092","protein-coding","NOA1","84273"
"ENSG00000110871","protein-coding","COQ5","84274"
"ENSG00000171612","protein-coding","SLC25A33","84275"
"ENSG00000145029","protein-coding","NICN1","84276"
"ENSG00000176410","protein-coding","DNAJC30","84277"
"ENSG00000290770","pseudo","MFSD14CP","84278"
"ENSG00000135617","protein-coding","PRADC1","84279"
"ENSG00000148925","protein-coding","BTBD10","84280"
"ENSG00000187699","protein-coding","C2orf88","84281"
"ENSG00000181481","protein-coding","RNF135","84282"
"ENSG00000291712","protein-coding","RNF135","84282"
"ENSG00000163472","protein-coding","TMEM79","84283"
"ENSG00000135778","protein-coding","NTPCR","84284"
"ENSG00000175376","protein-coding","EIF1AD","84285"
"ENSG00000127419","protein-coding","TMEM175","84286"
"ENSG00000171307","protein-coding","ZDHHC16","84287"
"ENSG00000203666","protein-coding","EFCAB2","84288"
"ENSG00000168395","protein-coding","ING5","84289"
"ENSG00000256812","protein-coding","CAPNS2","84290"
"ENSG00000123154","protein-coding","WDR83","84292"
"ENSG00000122378","protein-coding","PRXL2A","84293"
"ENSG00000147679","protein-coding","UTP23","84294"
"ENSG00000156531","protein-coding","PHF6","84295"
"ENSG00000147536","protein-coding","GINS4","84296"
"ENSG00000139233","protein-coding","LLPH","84298"
"ENSG00000141741","protein-coding","MIEN1","84299"
"ENSG00000137288","protein-coding","UQCC2","84300"
"ENSG00000197312","protein-coding","DDI2","84301"
"ENSG00000165152","protein-coding","PGAP4","84302"
"ENSG00000159685","protein-coding","CHCHD6","84303"
"ENSG00000149761","protein-coding","NUDT22","84304"
"ENSG00000170473","protein-coding","PYM1","84305"
"ENSG00000126249","protein-coding","PDCD2L","84306"
"ENSG00000186812","protein-coding","ZNF397","84307"
"ENSG00000168101","protein-coding","NUDT16L1","84309"
"ENSG00000146540","protein-coding","C7orf50","84310"
"ENSG00000278845","protein-coding","MRPL45","84311"
"ENSG00000277936","protein-coding","MRPL45","84311"
"ENSG00000100916","protein-coding","BRMS1L","84312"
"ENSG00000131475","protein-coding","VPS25","84313"
"ENSG00000179029","protein-coding","TMEM107","84314"
"ENSG00000164077","protein-coding","MON1A","84315"
"ENSG00000183011","protein-coding","NAA38","84316"
"ENSG00000136710","protein-coding","CCDC115","84317"
"ENSG00000120647","protein-coding","CCDC77","84318"
"ENSG00000184220","protein-coding","CMSS1","84319"
"ENSG00000230124","protein-coding","ACBD6","84320"
"ENSG00000230124","ncRNA","LHX4-AS1","100527964"
"ENSG00000051596","protein-coding","THOC3","84321"
"ENSG00000280197","ncRNA","ZBTB7C-AS2","84322"
"ENSG00000205323","protein-coding","SARNP","84324"
"ENSG00000130731","protein-coding","METTL26","84326"
"ENSG00000132846","protein-coding","ZBED3","84327"
