"ENSEMBL","GENETYPE","SYMBOL","ENTREZID"
"ENSG00000231831","pseudo","MTHFD1P1","4523"
"ENSG00000177000","protein-coding","MTHFR","4524"
"ENSG00000085760","protein-coding","MTIF2","4528"
"ENSG00000171100","protein-coding","MTM1","4534"
"ENSG00000198888","protein-coding","ND1","4535"
"ENSG00000198763","protein-coding","ND2","4536"
"ENSG00000198840","protein-coding","ND3","4537"
"ENSG00000198886","protein-coding","ND4","4538"
"ENSG00000212907","protein-coding","ND4L","4539"
"ENSG00000198786","protein-coding","ND5","4540"
"ENSG00000198695","protein-coding","ND6","4541"
"ENSG00000142347","protein-coding","MYO1F","4542"
"ENSG00000168412","protein-coding","MTNR1A","4543"
"ENSG00000134640","protein-coding","MTNR1B","4544"
"ENSG00000138823","protein-coding","MTTP","4547"
"ENSG00000116984","protein-coding","MTR","4548"
"ENSG00000124275","protein-coding","MTRR","4552"
"ENSG00000173171","protein-coding","MTX1","4580"
"ENSG00000261905","protein-coding","MTX1","4580"
"ENSG00000236675","pseudo","MTX1LP","4581"
"ENSG00000185499","protein-coding","MUC1","4582"
"ENSG00000198788","protein-coding","MUC2","4583"
"ENSG00000278466","protein-coding","MUC2","4583"
"ENSG00000293532","protein-coding","MUC2","4583"
"ENSG00000169894","protein-coding","MUC3A","4584"
"ENSG00000145113","protein-coding","MUC4","4585"
"ENSG00000277585","protein-coding","MUC4","4585"
"ENSG00000273822","protein-coding","MUC4","4585"
"ENSG00000278303","protein-coding","MUC4","4585"
"ENSG00000278468","protein-coding","MUC4","4585"
"ENSG00000273984","protein-coding","MUC4","4585"
"ENSG00000276613","protein-coding","MUC4","4585"
"ENSG00000275164","protein-coding","MUC4","4585"
"ENSG00000215182","protein-coding","MUC5AC","4586"
"ENSG00000291363","protein-coding","MUC5AC","4586"
"ENSG00000184956","protein-coding","MUC6","4588"
"ENSG00000277281","protein-coding","MUC6","4588"
"ENSG00000277518","protein-coding","MUC6","4588"
"ENSG00000171195","protein-coding","MUC7","4589"
"ENSG00000108395","protein-coding","TRIM37","4591"
"ENSG00000030304","protein-coding","MUSK","4593"
"ENSG00000146085","protein-coding","MMUT","4594"
"ENSG00000132781","protein-coding","MUTYH","4595"
"ENSG00000167508","protein-coding","MVD","4597"
"ENSG00000110921","protein-coding","MVK","4598"
"ENSG00000157601","protein-coding","MX1","4599"
"ENSG00000183486","protein-coding","MX2","4600"
"ENSG00000119950","protein-coding","MXI1","4601"
"ENSG00000118513","protein-coding","MYB","4602"
"ENSG00000185697","protein-coding","MYBL1","4603"
"ENSG00000196091","protein-coding","MYBPC1","4604"
"ENSG00000101057","protein-coding","MYBL2","4605"
"ENSG00000086967","protein-coding","MYBPC2","4606"
"ENSG00000134571","protein-coding","MYBPC3","4607"
"ENSG00000133055","protein-coding","MYBPH","4608"
"ENSG00000136997","protein-coding","MYC","4609"
"ENSG00000116990","protein-coding","MYCL","4610"
"ENSG00000134323","protein-coding","MYCN","4613"
"ENSG00000172936","protein-coding","MYD88","4615"
"ENSG00000099860","protein-coding","GADD45B","4616"
"ENSG00000111049","protein-coding","MYF5","4617"
"ENSG00000111046","protein-coding","MYF6","4618"
"ENSG00000109061","protein-coding","MYH1","4619"
"ENSG00000125414","protein-coding","MYH2","4620"
"ENSG00000109063","protein-coding","MYH3","4621"
"ENSG00000264424","protein-coding","MYH4","4622"
"ENSG00000197616","protein-coding","MYH6","4624"
"ENSG00000092054","protein-coding","MYH7","4625"
"ENSG00000133020","protein-coding","MYH8","4626"
"ENSG00000100345","protein-coding","MYH9","4627"
"ENSG00000133026","protein-coding","MYH10","4628"
"ENSG00000133392","protein-coding","MYH11","4629"
"ENSG00000276480","protein-coding","MYH11","4629"
"ENSG00000168530","protein-coding","MYL1","4632"
"ENSG00000111245","protein-coding","MYL2","4633"
"ENSG00000160808","protein-coding","MYL3","4634"
"ENSG00000198336","protein-coding","MYL4","4635"
"ENSG00000215375","protein-coding","MYL5","4636"
"ENSG00000092841","protein-coding","MYL6","4637"
"ENSG00000065534","protein-coding","MYLK","4638"
"ENSG00000166866","protein-coding","MYO1A","4640"
"ENSG00000197879","protein-coding","MYO1C","4641"
"ENSG00000176658","protein-coding","MYO1D","4642"
"ENSG00000157483","protein-coding","MYO1E","4643"
"ENSG00000197535","protein-coding","MYO5A","4644"
"ENSG00000167306","protein-coding","MYO5B","4645"
"ENSG00000196586","protein-coding","MYO6","4646"
"ENSG00000137474","protein-coding","MYO7A","4647"
"ENSG00000169994","protein-coding","MYO7B","4648"
"ENSG00000066933","protein-coding","MYO9A","4649"
"ENSG00000099331","protein-coding","MYO9B","4650"
"ENSG00000145555","protein-coding","MYO10","4651"
"ENSG00000034971","protein-coding","MYOC","4653"
"ENSG00000129152","protein-coding","MYOD1","4654"
"ENSG00000122180","protein-coding","MYOG","4656"
"ENSG00000058272","protein-coding","PPP1R12A","4659"
"ENSG00000077157","protein-coding","PPP1R12B","4660"
"ENSG00000196132","protein-coding","MYT1","4661"
"ENSG00000276876","protein-coding","MYT1","4661"
"ENSG00000138386","protein-coding","NAB1","4664"
"ENSG00000166886","protein-coding","NAB2","4665"
"ENSG00000196531","protein-coding","NACA","4666"
"ENSG00000198951","protein-coding","NAGA","4668"
"ENSG00000108784","protein-coding","NAGLU","4669"
"ENSG00000099783","protein-coding","HNRNPM","4670"
"ENSG00000249437","protein-coding","NAIP","4671"
"ENSG00000276068","protein-coding","NAIP","4671"
"ENSG00000278613","protein-coding","NAIP","4671"
"ENSG00000187109","protein-coding","NAP1L1","4673"
"ENSG00000186462","protein-coding","NAP1L2","4674"
"ENSG00000186310","protein-coding","NAP1L3","4675"
"ENSG00000205531","protein-coding","NAP1L4","4676"
"ENSG00000273562","protein-coding","NAP1L4","4676"
"ENSG00000134440","protein-coding","NARS1","4677"
"ENSG00000132780","protein-coding","NASP","4678"
"ENSG00000086548","protein-coding","CEACAM6","4680"
"ENSG00000158747","protein-coding","NBL1","4681"
"ENSG00000158747","protein-coding","MICOS10-NBL1","100532736"
"ENSG00000103274","protein-coding","NUBP1","4682"
"ENSG00000104320","protein-coding","NBN","4683"
"ENSG00000149294","protein-coding","NCAM1","4684"
"ENSG00000154654","protein-coding","NCAM2","4685"
"ENSG00000136937","protein-coding","NCBP1","4686"
"ENSG00000116701","protein-coding","NCF2","4688"
"ENSG00000100365","protein-coding","NCF4","4689"
"ENSG00000275990","protein-coding","NCF4","4689"
"ENSG00000158092","protein-coding","NCK1","4690"
"ENSG00000115053","protein-coding","NCL","4691"
"ENSG00000182636","protein-coding","NDN","4692"
"ENSG00000288364","protein-coding","NDN","4692"
"ENSG00000124479","protein-coding","NDP","4693"
"ENSG00000125356","protein-coding","NDUFA1","4694"
"ENSG00000131495","protein-coding","NDUFA2","4695"
"ENSG00000170906","protein-coding","NDUFA3","4696"
"ENSG00000274359","protein-coding","NDUFA3","4696"
"ENSG00000276766","protein-coding","NDUFA3","4696"
"ENSG00000273642","protein-coding","NDUFA3","4696"
"ENSG00000277722","protein-coding","NDUFA3","4696"
"ENSG00000278365","protein-coding","NDUFA3","4696"
"ENSG00000276220","protein-coding","NDUFA3","4696"
"ENSG00000275724","protein-coding","NDUFA3","4696"
"ENSG00000275605","protein-coding","NDUFA3","4696"
"ENSG00000276061","protein-coding","NDUFA3","4696"
"ENSG00000189043","protein-coding","NDUFA4","4697"
"ENSG00000128609","protein-coding","NDUFA5","4698"
"ENSG00000184983","protein-coding","NDUFA6","4700"
"ENSG00000272765","protein-coding","NDUFA6","4700"
"ENSG00000277365","protein-coding","NDUFA6","4700"
"ENSG00000281013","protein-coding","NDUFA6","4700"
"ENSG00000273397","protein-coding","NDUFA6","4700"
"ENSG00000267855","protein-coding","NDUFA7","4701"
"ENSG00000119421","protein-coding","NDUFA8","4702"
"ENSG00000183091","protein-coding","NEB","4703"
"ENSG00000139180","protein-coding","NDUFA9","4704"
"ENSG00000130414","protein-coding","NDUFA10","4705"
"ENSG00000004779","protein-coding","NDUFAB1","4706"
"ENSG00000183648","protein-coding","NDUFB1","4707"
"ENSG00000090266","protein-coding","NDUFB2","4708"
"ENSG00000119013","protein-coding","NDUFB3","4709"
"ENSG00000065518","protein-coding","NDUFB4","4710"
"ENSG00000136521","protein-coding","NDUFB5","4711"
"ENSG00000165264","protein-coding","NDUFB6","4712"
"ENSG00000099795","protein-coding","NDUFB7","4713"
"ENSG00000166136","protein-coding","NDUFB8","4714"
"ENSG00000147684","protein-coding","NDUFB9","4715"
"ENSG00000140990","protein-coding","NDUFB10","4716"
"ENSG00000291930","protein-coding","NDUFB10","4716"
"ENSG00000109390","protein-coding","NDUFC1","4717"
"ENSG00000151366","protein-coding","NDUFC2","4718"
"ENSG00000023228","protein-coding","NDUFS1","4719"
"ENSG00000283447","protein-coding","NDUFS1","4719"
"ENSG00000158864","protein-coding","NDUFS2","4720"
"ENSG00000213619","protein-coding","NDUFS3","4722"
"ENSG00000167792","protein-coding","NDUFV1","4723"
"ENSG00000164258","protein-coding","NDUFS4","4724"
"ENSG00000168653","protein-coding","NDUFS5","4725"
"ENSG00000145494","protein-coding","NDUFS6","4726"
"ENSG00000110717","protein-coding","NDUFS8","4728"
"ENSG00000178127","protein-coding","NDUFV2","4729"
"ENSG00000160194","protein-coding","NDUFV3","4731"
"ENSG00000185721","protein-coding","DRG1","4733"
"ENSG00000069869","protein-coding","NEDD4","4734"
"ENSG00000168385","protein-coding","SEPTIN2","4735"
"ENSG00000198755","protein-coding","RPL10A","4736"
"ENSG00000129559","protein-coding","NEDD8","4738"
"ENSG00000285246","protein-coding","NEDD8","4738"
"ENSG00000111859","protein-coding","NEDD9","4739"
"ENSG00000104722","protein-coding","NEFM","4741"
"ENSG00000100285","protein-coding","NEFH","4744"
"ENSG00000165973","protein-coding","NELL1","4745"
"ENSG00000277586","protein-coding","NEFL","4747"
"ENSG00000137601","protein-coding","NEK1","4750"
"ENSG00000117650","protein-coding","NEK2","4751"
"ENSG00000136098","protein-coding","NEK3","4752"
"ENSG00000184613","protein-coding","NELL2","4753"
"ENSG00000067141","protein-coding","NEO1","4756"
"ENSG00000204386","protein-coding","NEU1","4758"
"ENSG00000228691","protein-coding","NEU1","4758"
"ENSG00000227315","protein-coding","NEU1","4758"
"ENSG00000234343","protein-coding","NEU1","4758"
"ENSG00000184494","protein-coding","NEU1","4758"
"ENSG00000234846","protein-coding","NEU1","4758"
"ENSG00000223957","protein-coding","NEU1","4758"
"ENSG00000227129","protein-coding","NEU1","4758"
"ENSG00000115488","protein-coding","NEU2","4759"
"ENSG00000162992","protein-coding","NEUROD1","4760"
"ENSG00000171532","protein-coding","NEUROD2","4761"
"ENSG00000181965","protein-coding","NEUROG1","4762"
"ENSG00000196712","protein-coding","NF1","4763"
"ENSG00000186575","protein-coding","NF2","4771"
"ENSG00000131196","protein-coding","NFATC1","4772"
"ENSG00000101096","protein-coding","NFATC2","4773"
"ENSG00000162599","protein-coding","NFIA","4774"
"ENSG00000072736","protein-coding","NFATC3","4775"
"ENSG00000100968","protein-coding","NFATC4","4776"
"ENSG00000285485","protein-coding","NFATC4","4776"
"ENSG00000123405","protein-coding","NFE2","4778"
"ENSG00000082641","protein-coding","NFE2L1","4779"
"ENSG00000116044","protein-coding","NFE2L2","4780"
"ENSG00000147862","protein-coding","NFIB","4781"
"ENSG00000141905","protein-coding","NFIC","4782"
"ENSG00000165030","protein-coding","NFIL3","4783"
"ENSG00000008441","protein-coding","NFIX","4784"
"ENSG00000109320","protein-coding","NFKB1","4790"
"ENSG00000077150","protein-coding","NFKB2","4791"
"ENSG00000100906","protein-coding","NFKBIA","4792"
"ENSG00000104825","protein-coding","NFKBIB","4793"
"ENSG00000282905","protein-coding","NFKBIB","4793"
"ENSG00000146232","protein-coding","NFKBIE","4794"
"ENSG00000204498","protein-coding","NFKBIL1","4795"
"ENSG00000236346","protein-coding","NFKBIL1","4795"
"ENSG00000227565","protein-coding","NFKBIL1","4795"
"ENSG00000234530","protein-coding","NFKBIL1","4795"
"ENSG00000235125","protein-coding","NFKBIL1","4795"
"ENSG00000206440","protein-coding","NFKBIL1","4795"
"ENSG00000236196","protein-coding","NFKBIL1","4795"
"ENSG00000160949","protein-coding","TONSL","4796"
"ENSG00000170322","protein-coding","NFRKB","4798"
"ENSG00000086102","protein-coding","NFX1","4799"
"ENSG00000001167","protein-coding","NFYA","4800"
"ENSG00000120837","protein-coding","NFYB","4801"
"ENSG00000066136","protein-coding","NFYC","4802"
"ENSG00000134259","protein-coding","NGF","4803"
"ENSG00000064300","protein-coding","NGFR","4804"
"ENSG00000171786","protein-coding","NHLH1","4807"
"ENSG00000177551","protein-coding","NHLH2","4808"
"ENSG00000100138","protein-coding","SNU13","4809"
"ENSG00000188158","protein-coding","NHS","4810"
"ENSG00000116962","protein-coding","NID1","4811"
"ENSG00000131669","protein-coding","NINJ1","4814"
"ENSG00000171840","protein-coding","NINJ2","4815"
"ENSG00000158793","protein-coding","NIT1","4817"
"ENSG00000105374","protein-coding","NKG7","4818"
"ENSG00000114857","protein-coding","NKTR","4820"
"ENSG00000125820","protein-coding","NKX2-2","4821"
"ENSG00000167034","protein-coding","NKX3-1","4824"
"ENSG00000163623","protein-coding","NKX6-1","4825"
"ENSG00000053438","protein-coding","NNAT","4826"
"ENSG00000197696","protein-coding","NMB","4828"
"ENSG00000291631","protein-coding","NMB","4828"
"ENSG00000135577","protein-coding","NMBR","4829"
"ENSG00000239672","protein-coding","NME1","4830"
"ENSG00000243678","protein-coding","NME2","4831"
"ENSG00000103024","protein-coding","NME3","4832"
"ENSG00000103202","protein-coding","NME4","4833"
"ENSG00000124588","protein-coding","NQO2","4835"
"ENSG00000136448","protein-coding","NMT1","4836"
"ENSG00000166741","protein-coding","NNMT","4837"
"ENSG00000156574","protein-coding","NODAL","4838"
"ENSG00000111641","protein-coding","NOP2","4839"
"ENSG00000147140","protein-coding","NONO","4841"
"ENSG00000089250","protein-coding","NOS1","4842"
"ENSG00000007171","protein-coding","NOS2","4843"
"ENSG00000164867","protein-coding","NOS3","4846"
"ENSG00000111596","protein-coding","CNOT2","4848"
"ENSG00000088038","protein-coding","CNOT3","4849"
"ENSG00000277114","protein-coding","CNOT3","4849"
"ENSG00000276082","protein-coding","CNOT3","4849"
"ENSG00000274941","protein-coding","CNOT3","4849"
"ENSG00000275979","protein-coding","CNOT3","4849"
"ENSG00000277615","protein-coding","CNOT3","4849"
"ENSG00000274176","protein-coding","CNOT3","4849"
"ENSG00000274616","protein-coding","CNOT3","4849"
"ENSG00000273943","protein-coding","CNOT3","4849"
"ENSG00000277600","protein-coding","CNOT3","4849"
"ENSG00000080802","protein-coding","CNOT4","4850"
"ENSG00000148400","protein-coding","NOTCH1","4851"
"ENSG00000122585","protein-coding","NPY","4852"
"ENSG00000134250","protein-coding","NOTCH2","4853"
"ENSG00000074181","protein-coding","NOTCH3","4854"
"ENSG00000204301","protein-coding","NOTCH4","4855"
"ENSG00000238196","protein-coding","NOTCH4","4855"
"ENSG00000232339","protein-coding","NOTCH4","4855"
"ENSG00000234876","protein-coding","NOTCH4","4855"
"ENSG00000235396","protein-coding","NOTCH4","4855"
"ENSG00000223355","protein-coding","NOTCH4","4855"
"ENSG00000206312","protein-coding","NOTCH4","4855"
"ENSG00000136999","protein-coding","CCN3","4856"
"ENSG00000139910","protein-coding","NOVA1","4857"
"ENSG00000104967","protein-coding","NOVA2","4858"
"ENSG00000198805","protein-coding","PNP","4860"
"ENSG00000291814","protein-coding","PNP","4860"
"ENSG00000130751","protein-coding","NPAS1","4861"
"ENSG00000170485","protein-coding","NPAS2","4862"
"ENSG00000149308","protein-coding","NPAT","4863"
"ENSG00000141458","protein-coding","NPC1","4864"
"ENSG00000144061","protein-coding","NPHP1","4867"
"ENSG00000161270","protein-coding","NPHS1","4868"
"ENSG00000181163","protein-coding","NPM1","4869"
"ENSG00000175206","protein-coding","NPPA","4878"
"ENSG00000120937","protein-coding","NPPB","4879"
"ENSG00000163273","protein-coding","NPPC","4880"
"ENSG00000169418","protein-coding","NPR1","4881"
"ENSG00000159899","protein-coding","NPR2","4882"
"ENSG00000113389","protein-coding","NPR3","4883"
"ENSG00000171246","protein-coding","NPTX1","4884"
"ENSG00000106236","protein-coding","NPTX2","4885"
"ENSG00000164128","protein-coding","NPY1R","4886"
"ENSG00000185149","protein-coding","NPY2R","4887"
"ENSG00000293504","pseudo","NPY6R","4888"
"ENSG00000164129","protein-coding","NPY5R","4889"
"ENSG00000110911","protein-coding","SLC11A2","4891"
"ENSG00000197893","protein-coding","NRAP","4892"
"ENSG00000213281","protein-coding","NRAS","4893"
"ENSG00000091129","protein-coding","NRCAM","4897"
"ENSG00000078618","protein-coding","NRDC","4898"
"ENSG00000106459","protein-coding","NRF1","4899"
"ENSG00000154146","protein-coding","NRGN","4900"
"ENSG00000129535","protein-coding","NRL","4901"
"ENSG00000285493","protein-coding","NRL","4901"
"ENSG00000171119","protein-coding","NRTN","4902"
"ENSG00000065978","protein-coding","YBX1","4904"
"ENSG00000073969","protein-coding","NSF","4905"
"ENSG00000276262","protein-coding","NSF","4905"
"ENSG00000278174","protein-coding","NSF","4905"
"ENSG00000135318","protein-coding","NT5E","4907"
"ENSG00000185652","protein-coding","NTF3","4908"
"ENSG00000225950","protein-coding","NTF4","4909"
"ENSG00000065057","protein-coding","NTHL1","4913"
"ENSG00000198400","protein-coding","NTRK1","4914"
"ENSG00000148053","protein-coding","NTRK2","4915"
"ENSG00000140538","protein-coding","NTRK3","4916"
"ENSG00000162068","protein-coding","NTN3","4917"
"ENSG00000185483","protein-coding","ROR1","4919"
"ENSG00000169071","protein-coding","ROR2","4920"
"ENSG00000162733","protein-coding","DDR2","4921"
"ENSG00000133636","protein-coding","NTS","4922"
"ENSG00000101188","protein-coding","NTSR1","4923"
"ENSG00000104805","protein-coding","NUCB1","4924"
"ENSG00000070081","protein-coding","NUCB2","4925"
"ENSG00000137497","protein-coding","NUMA1","4926"
"ENSG00000108559","protein-coding","NUP88","4927"
"ENSG00000110713","protein-coding","NUP98","4928"
"ENSG00000153234","protein-coding","NR4A2","4929"
"ENSG00000143748","protein-coding","NVL","4931"
"ENSG00000101850","protein-coding","GPR143","4935"
"ENSG00000089127","protein-coding","OAS1","4938"
"ENSG00000111335","protein-coding","OAS2","4939"
